date,sn,contract_no,stock_symbol,buyer,seller,quantity,rate,amount
2026-06-19,1,2026061905010104,AHL,22,46,10,470.00,"4,700.00"
2026-06-19,2,2026061905010004,AHL,22,46,10,470.00,"4,700.00"
2026-06-19,3,2026061905010058,BBC,49,4,10,"4,285.00","42,850.00"
2026-06-19,4,2026061905009838,BEDC,53,43,119,361.90,"43,066.10"
2026-06-19,5,2026061905009833,BEDC,42,29,60,362.80,"21,768.00"
2026-06-19,6,2026061905009843,BEDC,32,43,481,361.00,"173,641.00"
2026-06-19,7,2026061905009842,BEDC,48,43,100,361.10,"36,110.00"
2026-06-19,8,2026061905009841,BEDC,58,43,200,361.20,"72,240.00"
2026-06-19,9,2026061905009840,BEDC,34,43,60,361.80,"21,708.00"
2026-06-19,10,2026061905009839,BEDC,74,43,40,361.90,"14,476.00"
2026-06-19,11,2026061905010069,BEDC,51,42,400,361.00,"144,400.00"
2026-06-19,12,2026061905010068,BEDC,32,42,144,361.00,"51,984.00"
2026-06-19,13,2026061905010062,BEDC,32,34,375,361.00,"135,375.00"
2026-06-19,14,2026061905010061,BEDC,4,34,25,362.00,"9,050.00"
2026-06-19,15,2026061905010074,BEDC,42,42,556,360.00,"200,160.00"
2026-06-19,16,2026061905010073,BEDC,3,42,"3,600",360.10,"1,296,360.00"
2026-06-19,17,2026061905010072,BEDC,54,42,500,360.20,"180,100.00"
2026-06-19,18,2026061905010071,BEDC,48,42,100,360.20,"36,020.00"
2026-06-19,19,2026061905010070,BEDC,33,42,200,360.50,"72,100.00"
2026-06-19,20,2026061905010137,BGWT,47,45,50,648.70,"32,435.00"
2026-06-19,21,2026061905010136,BGWT,47,57,10,648.50,"6,485.00"
2026-06-19,22,2026061905009948,BGWT,52,74,333,635.50,"211,621.50"
2026-06-19,23,2026061905009947,BGWT,43,74,80,635.60,"50,848.00"
2026-06-19,24,2026061905009946,BGWT,40,74,50,636.00,"31,800.00"
2026-06-19,25,2026061905009945,BGWT,58,74,19,636.10,"12,085.90"
2026-06-19,26,2026061905009739,BGWT,47,74,200,637.00,"127,400.00"
2026-06-19,27,2026061905009944,BGWT,64,74,50,637.00,"31,850.00"
2026-06-19,28,2026061905009896,BGWT,7,48,10,648.80,"6,488.00"
2026-06-19,29,2026061905010034,BHDC,58,1,10,454.00,"4,540.00"
2026-06-19,30,2026061905009989,BHDC,46,41,10,452.00,"4,520.00"
2026-06-19,31,2026061905009988,BHDC,36,41,83,452.00,"37,516.00"
2026-06-19,32,2026061905009772,BHDC,36,26,20,452.00,"9,040.00"
2026-06-19,33,2026061905009771,BHDC,48,26,180,452.10,"81,378.00"
2026-06-19,34,2026061905009770,BHDC,7,26,300,452.50,"135,750.00"
2026-06-19,35,2026061905010115,BHL,57,36,"3,000",214.70,"644,100.00"
2026-06-19,36,2026061905010113,BHL,57,38,"2,267",214.70,"486,724.90"
2026-06-19,37,2026061905010042,BHL,22,38,10,214.70,"2,147.00"
2026-06-19,38,2026061905009974,BHL,28,38,"3,423",214.70,"734,918.10"
2026-06-19,39,2026061905009888,BHL,28,54,500,214.70,"107,350.00"
2026-06-19,40,2026061905009781,BHL,58,51,170,214.80,"36,516.00"
2026-06-19,41,2026061905009695,BHL,32,51,100,214.80,"21,480.00"
2026-06-19,42,2026061905009667,BHL,72,51,100,214.80,"21,480.00"
2026-06-19,43,2026061905009666,BHL,6,51,100,214.80,"21,480.00"
2026-06-19,44,2026061905010128,BHPL,19,61,40,523.90,"20,956.00"
2026-06-19,45,2026061905010093,BHPL,34,42,200,519.30,"103,860.00"
2026-06-19,46,2026061905010092,BHPL,17,42,100,520.00,"52,000.00"
2026-06-19,47,2026061905009994,BHPL,34,61,10,523.90,"5,239.00"
2026-06-19,48,2026061905009889,BHPL,34,35,25,519.30,"12,982.50"
2026-06-19,49,2026061905009844,BHPL,34,61,10,523.90,"5,239.00"
2026-06-19,50,2026061905010133,BNHC,63,39,10,325.70,"3,257.00"
2026-06-19,51,2026061905010140,CHDC,59,25,10,"2,237.90","22,379.00"
2026-06-19,52,2026061905010132,CHDC,32,25,10,"2,237.90","22,379.00"
2026-06-19,53,2026061905010095,CIT,1,38,50,"1,729.00","86,450.00"
2026-06-19,54,2026061905010050,CIT,71,37,150,"1,729.50","259,425.00"
2026-06-19,55,2026061905009671,CIT,42,37,68,"1,730.00","117,640.00"
2026-06-19,56,2026061905009670,CIT,42,37,60,"1,730.00","103,800.00"
2026-06-19,57,2026061905009669,CIT,42,58,47,"1,729.00","81,263.00"
2026-06-19,58,2026061905010142,CKHL,57,58,10,642.00,"6,420.00"
2026-06-19,59,2026061905009715,CLI,85,34,66,452.00,"29,832.00"
2026-06-19,60,2026061905009653,CLI,58,44,128,454.90,"58,227.20"
2026-06-19,61,2026061905010144,DOLTI,19,61,50,364.90,"18,245.00"
2026-06-19,62,2026061905010114,DOLTI,44,61,10,364.90,"3,649.00"
2026-06-19,63,2026061905010083,DOLTI,42,85,328,363.00,"119,064.00"
2026-06-19,64,2026061905010060,DOLTI,48,85,100,363.00,"36,300.00"
2026-06-19,65,2026061905009995,DOLTI,95,85,10,363.00,"3,630.00"
2026-06-19,66,2026061905009880,DOLTI,87,85,62,363.00,"22,506.00"
2026-06-19,67,2026061905009861,DOLTI,39,49,50,364.90,"18,245.00"
2026-06-19,68,2026061905009860,DOLTI,39,58,30,364.90,"10,947.00"
2026-06-19,69,2026061905009859,DOLTI,39,60,400,364.80,"145,920.00"
2026-06-19,70,2026061905009858,DOLTI,39,29,500,364.70,"182,350.00"
2026-06-19,71,2026061905009879,DOLTI,87,48,268,363.00,"97,284.00"
2026-06-19,72,2026061905009878,DOLTI,38,48,200,363.20,"72,640.00"
2026-06-19,73,2026061905009877,DOLTI,6,48,10,363.30,"3,633.00"
2026-06-19,74,2026061905009876,DOLTI,49,48,10,364.00,"3,640.00"
2026-06-19,75,2026061905009875,DOLTI,47,48,12,364.50,"4,374.00"
2026-06-19,76,2026061905009862,DOLTI,39,61,20,364.90,"7,298.00"
2026-06-19,77,2026061905010105,DORDI,50,42,230,267.00,"61,410.00"
2026-06-19,78,2026061905009986,DORDI,50,22,200,267.00,"53,400.00"
2026-06-19,79,2026061905009922,DORDI,50,59,10,267.00,"2,670.00"
2026-06-19,80,2026061905009866,DORDI,50,47,10,267.00,"2,670.00"
2026-06-19,81,2026061905009830,DORDI,88,47,20,267.00,"5,340.00"
